사용자,평점,댓글 내용,감정
조정희 영화평론자,2,"죽은 아들을 만나기 위해 시간여행하는 마약을 먹던 헐리우드 영화가 생각났다ㅓ.
어떤 이유에서든 기억에 대한 퍼즐을 만들기 위한 “메멘토”도 생각이 났다.
현실감 있는 액션을 만들기 위한 “제이슨 본”도 생각이 나긴 했다.
하지만 느와르는 역시 비장함을 가지지 못하고 심의를 의식한 폭력의 배제를 전제하고는 정체성의 모호함을 피할 순 없다.
좋은 배우 윤계상의 에너지를 이런 청소년 영화로는 살려낼 수 없다.",부정
MovieStroy02,3,"소재는 좋았지만
결말은 아쉬웠던 영화",긍정
영화팬,2.5,딱 자리를 뜨지 않을 만큼의 몰입도를 선사한다.,중립
csok,4,독특한 설정에 쓸만한 액션까지 기대 이상!,긍정
레씨 (독설가),2.5,왜 이렇게 호들갑이야... 연기가 유치했다 ...,중립
라이너스,2.5,"‘왜 바뀌는 거야?’ 와 ‘그래서 어쩌라고?’의 물음에 답답하게 고구마(핫도그)를 입에 쑤셔넣고.. 갈팡질팡하는 연출을 살려준 고생한 배우들과 스태프의 헌신이 슬프게도 곳곳에 느껴진다.
-
따로 국밥처럼 흩어져도 마지막엔 제법 힘이 붙는 신비한 경험을 합니다.",중립
Eomky,2.5,"다소 매끄럽지 않고 어지러운 편집에 초반 몰입도가 떨어진다.
출중한 연기력들 사이에 구멍이 났다. 가령, 임지연 같은.
박지환의 연기가 인상깊다. 오랑캐에서 깡패, 이젠 노숙자까지.
2021년 12월  2일 CGV 구로",중립
워니,2.5,박용우 진짜 약빤줄,중립
양기자 (YCU),3,"흥미로운 설정, 타격감 있는 액션, (좋은 의미 혹은 나쁜 의미로) 아수라 결말.",긍정
삼락,2.5,허무맹랑한 설정에 액션은 휘황찬란,중립
이준서,1.5,관객을 유체이탈 시키다.,부정
명기,2.5,"액션은 나름 잘 뽑혔다. 총격전,카체이싱,맨손격투
소재도 신선한 느낌은 있긴한데 재관람 할거냐 물으면 글쎄..
(2021.11.22 코엑스 메가박스 gv시사회)",중립
심야할인,3,단점을 하나 빼기보다 장점을 하나 더하는 무대포식 폭풍전개가 은근히 매력적.,긍정
이메징,4,시작부터 중반까지 숨막힐듯 몰입해서 봤습니다,긍정
euna,4.5,"기다리고 기다리다 거의 3년만에 드디어 개봉한 유체이탈자!! 윤계상이 나와서 뿐만 아니라 소재도 넘 재밌을 것 같아 기대하고 개봉날 관람. 초반에 확 몰입하는 장치 없이 상황에 바로 내던져져서 윤계상 만큼이나 보는 나도 음..? 하면서 봤지만 중반부부터 나도 모르게 몰입해서 봤음. 무작위로 몸이 바뀌는 게 아닌 점, 그리고 이유가 밝혀지는 것도, 그 이후 해결하는 것도 허무하지 않고 좋았음. 다만 연출이 조금만 더 탄탄했더라면.. 하는 아쉬움은 있지만 유체이탈자를 시작으로 이런 소재로 더 만들어질 것 같아 시작은 좋아 별 4개반. 비슷한 류의 영화인 뷰티인사이드와 다르게 기억을 잃어 자신이 누군지 모르기 때문에 거울을 봐도, 본인 사진을 봐도 그게 나인지 모르는게 신선했고, 액션 씬들도 멋지고 시원했음. 극장에서 한 번쯤 보기 재밌을 영화. 윤계상은 볼수록 잘생겼고ㅠㅠ 박용우는 어떻게 보면 오글거릴 법한 캐릭터인데 정말 잘 연기해줘서 유치하지 않게 본듯.
(+ 범죄도시 제작진들이라 그런지 범죄도시 배우분들 넘 반가웠음 ㅋㅋ)",긍정
영화 매니아,1,"이 영화를 보먼서 몸은 영화를 보지만
내 영혼은 다른 곳으로 가 있었다
이런 소재의 영화를 헐리우드에서 본 거 같은대!",부정
김원혁,1,"숨겼다는 게 허무해질 정도로 친절하게 알려주는 과거.

사춘기 온 작가지망생 박실장... 뜬금없이 반항적이고 스토리에 너무 집착하네ㅋㅋ",부정
성아,2.5,심장이 뛴다,중립
조슈아,2,유체이탈 약효가 떨어졌을때 액션을 주입하긴 했는데..,부정
타크마,3.5,참신한 소재에 그럴듯한 연기와 액션. 근데 왜? 어쩌다 그렇게 된거라고? 아이디어를 뒷받침하지 못하는 설득력.,긍정
Taeshin Kang,4,"유체이탈에 조금만더 개연성이 있었어도!

흥미진진하게 잘 보았습니다.

#2022.01.07.",긍정
천진영,2.5,시종 흥미로우려고 노력하나 결국 가장 뻔한 경로로 돌아온다.,중립
Lee Ja Bok,2,모든 것이 이탈함.,부정
위쪽으로가자,3.5,웬만한 코미디물보다 재밌게 봤다,긍정
June,3.5,"가능성과 한계점을 함께 보이는 작품.
늘어놓고 짜 맞추는 형식의 이야기는 좋았는데, 왜 중간이 비어있는 느낌일까. 액션 분량의 배분이 많이 아쉽다.",긍정
이종호,3,흥미로운 소재. 킬링 타임에 제격~,긍정
무온도,2,핫도그 먹고싶다.,부정
버이후드,4,박용우 연기 너무 잘 해 (나는 영화 볼 때 개연성 크게 생각 안하는 사람 ㅋㅋ 재밌게 봄),긍정
lackee,1.5,기시감 가득했던 영화.,부정
송씨네,4,"니 내 누군지 아니? 그러고보니 내가 누군지 모르겠네. 하루에 두 번 바뀌는 사나이. 묘한 범죄 액션 스릴러입니다. ‘뷰티 인사이드’의 액션버전이란 별칭에 맞게 단순하지만 아이디어가 돋보입니다. 그리고 묘하게 약물로 기구한 인생을 사는 것은 영락없는 ‘명탐정 코난’이죠. 이안은 차사고로 피를 흘리며 길바닥 차에 기대 있습니다. 근데 유리창 너머 모습이 자신이 아닙니다. 누군가가 자신을 쫓는다는 느낌도 듭니다. 그를 애타게 찾는 사람중에는 그의 애인으로 추측되는 진아의 모습도 보이고요. 기본 윤계상으로 장착(?)되었으나 1인 다역은 모험일 수 있는데 액션과 스릴러 모두 잘 버무려졌죠. 택배 물류센터, 낡은 가구 공장 속의 외국인 노동자들의 모습 등 묘한 공간으로 다가오며 박실장으로 등장한 박용우 씨와의 대결도 인상적이죠. ‘범죄도시’ 제작진답게 박지환 씨를 노숙자 조력자로 등장시킨 것도 재미있죠. 앞으로 당분간 모든 비밀 암호는 ‘핫도그’가 되지 않을까 싶군요.",긍정
킴지,2.5,떠돌다가 겉돌기만,중립
정희원,1.5,"<메멘토>와 <테이큰>을 섞어서 한국에 내놓으면? 찢었다!!!!! <범죄도시> 배우들도 넣고... 뭔가 자극적인... 그런것도 좀 더 넣고... 총도 막 쏴보고... 어...
인간이란 무엇인가, 기억이란 무엇인가? 그럼에도 그 무엇보다 중요한 것이 있다면 그것은 무엇인가? 사랑인가? 아아 사랑혁명이다!!!!
뭐 이런 생각이었던 것인지. 아닌지 사실 잘 모르겠다.

영화를 통틀어서 감명깊었던 부분은 노숙자 아저씨의 호기심과 지치지 않는 끈기, 그리고 용기. 그 정도였던 것 같다. ^^",부정
kimeb _bright,3.5,후반부 롱테이크 액션!!,긍정
Sansiro,2,"어지간한 영화 거의 재밌게 잘 보는 편이고 아직 개봉도 안한 영화 안좋은 소리 하는거 같아 그렇긴 한데 좀 별로였음..
초반부터 꽤 오랜 시간이 지날때까지 왜 이런 일이 일어났는지 왜 인물들은 저런 행동을 하는지 알려주질 않아서 몰입이 안됨 그러면 벌어지는 사건들이 납득이 가게끔 흘러가기라도 해야 할텐데 그것도 아님 게다가 조연들은 도구로서만 존재하는게 아닌가...
그래도 꾹꾹참고 보는데 막판의 황당한 진행을 보면서 완전 어이상실ㅋㅋ 그럼 그렇다고 액션은 좋았느냐? 그랬으면 이런 코멘트도 안썼겠지",부정
승상,2,.,부정
박스오피스 셔틀,2,"관객 수 :  819,000명

총 제작비 94억, 손익분기점 140만.

제작비 대비 훨씬 낮은 손익분기점은 해외 선판매와 2차 판권 수익을 고려해서 측정.",부정
돌파댕이,2,유체이탈 화법의 스토리텔링. (240428),부정
조성호,3,"몸이 바뀌어도 널 지키러 달려갈게!!

넷플릭스",긍정
종진,1,영화적 재미까지 이탈.,부정
빠나나차차,2,그래도 난 고로케,부정
Teddy T.B,3,"생각보다 재밌는데 마구 재밌지는 않은 요상한 작품. 윤계상은 이제 명배우. 스토리라인이 재미가 있을라다가 지루함으로 넘어가더니 돌아올 줄을 모름. 다만 참신함은 높이 살만했다.

- 221105 (58), 경기도 광명",긍정
bird’seye,2,소재로만 낚은 그 나물의 그 밥,부정
sudo1652,2.5,"영화 초반에 보였던 주인공을 따라 건물 내로 들어가는 것과, 주인공의 영혼이 다른 사람으로 옮겨질 때 A 공간에서 B 공간으로 물 흐르듯 매끄럽고 자연스럽게 옮겨지는 그러한 여러 연출들을 보면서 감탄을 자아냈지만 마지막에는 초반에만 너무 힘을 실어주느라 체력이 바닥난 기분이 들었습니다.

윤계상 배우 답게 액션은 훌륭했고, 유체이탈이라는 소재도 신선했습니다. 대신 주인공이 눈을 뜬 이후의 이야기는 없이 끝난 점은 여러모로 아쉬운 느낌이 들었습니다.

물론 결말이 뻔하긴 하지만 그래도 사건이 어떻게 마무리되는지는 궁금하니까요.

시도는 참신했지만 아직까지는 부족한 그런 영화.",중립
김세희,2,20분 몰입감,부정
김일수,3,"애매하다. 소재도 좋고 내용도 괜찮은것 같았는데 아무 정보없이 보기 시작했는데도 중반부도 못가서 뒷 내용이 전부 예상이 되버려서... 볼 수록 흥미와 재미가 반감이 되는 느낌이였다. 액션을 버리고 12시간 마다 바뀐다는 소재를 조금 더 살렸거나 뒷 이야기를 예상할 시간도 없이 액션을 때려 넣어서 소재를 숨겼다면 더 좋았을 수도 있지 않을까 싶다.
PS. 22.06.05",긍정
0점사격,0.5,장첸이 장이수랑 놀더니 선구안이 많이 떨어졌구나.,부정
밸밸,2,"다른건 모르겠고
나도 핫도그만큼 날 설명할 본질이 있을까
핫도그 1승",부정
불평불만이,2,이야.. 이거 희생부활자보다 상큼한데,부정
제레미테시오,3,뷰티인사이드 약쟁이 버전,긍정
프로방스,2,헤매이는 스토리 속에서 감독조차 해답을 찾지 못했다,부정
갱수리,1.5,왜 싸우는지 모르겠어요,부정
성인,3,"소재도 흥미로웠고 액션도 볼만했는데, 전개부분에서 조금 아쉬움이 남았다.",긍정
마늘빵,2,"뭔가 만들어 보고 싶었지만 ‘유체이탈자’라는 틀 안에 갇혔다. 윤계상도 좋아하고, 임지연도 좋아하는데 배우를 살리지 못했다.",부정
DanB,3,"약쟁이가 약의 부작용을 모를리 없는데 빨리 눈치채지 못한 점이 허술.

그럼에도 다음번엔 누구 몸일지 궁금해하며 봤다.

..
솔직히.. 노숙자 기대했다. 그랬다면 코미디였겠지.",긍정
짱짱짱,3.5,"어디서 본듯한 내용
다른 방식의 전개
20220526 play Netflix",긍정
강주성,2.5,12시가 되면은 문을 닫는다.,중립
박해원,2.5,"이쯤 되면 영화계는 모세혈관보다 복잡하게 얽혀 있는 거 같다. 이런 그럴 듯한 액션, 서스펜스물 답습만 하는 짬뽕 영화에 캐스팅이 왜 이렇게 준수할까. 건진 게 노숙자 캐릭터밖에 없었다.",중립
이상현,3,"나름 선방했지만
이상하게도 기억에 잘 남지 않는다.",긍정
심슨,2.5,장르 상관없이 웃음을 포기 못하는 우리나라 영화의 고질적인 문제만 없었다면…,중립
손원우,1.5,"그래서....

하고싶은 얘기는
강려크한 신종 마약을 하면
유체이탈도 가능하다?

보여주고 싶은건
짝퉁 존윅 액션....

이 정도로 애써
해석하면 되겠니?",부정
한승태,1.5,다르게 말하고 싶어서 꼬다가 꼬여버린..,부정
LP,2,설정을 제대로 납득시키지 못하고 어영부영하다 끝난다.,부정
Kyle,3,전형적인 용두사미 아쉽다 ㅠ,긍정
저질평론가,2,"과정에만 너무 치중했달까?
정작 중요한 포인트는 맥없이~",부정
Rancho,1,내시간을 이탈당했다..,부정
슷타,1,믿고 거르는 배우 김강우에 윤계상 추가 완료.,부정
년지,2,과한 액션으로 덮인 뻔한 로맨스,부정
절름발이뱀파이어,2.5,커버 가능한 범위까지만 미쳐날뛰어야지 그걸 넘어버리니 재미가 반감,중립
Soodaler,3.5,재밌다,긍정
김석봉,0.5,돈도 시간도 다 아깝다,부정
영화보는재미,1.5,"영화를 보면서 유체이탈을 경험했다.
한줄평: 유체이탈이 무엇인지 아주 자세하게 경험하게 해준 고마운 영화",부정
김현경,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
핸이,2.5,웃참 챌린지,중립
칠보,3,박용우의 부리부리한 눈에 섹시한 분위기만 기억에 남는다,긍정
민주,1.5,"핫도그에 케챱이 이탈했다....
<나의 회사원,아저씨 윤계상> 보고싶은 분께 추천",부정
권샤방,3,그냥 킬링 타임용으로 괜찮은듯,긍정
민드레,2.5,신박한 소재에 진부한 각본.,중립
Jin_,3.5,"우로빠 넘 멋져💙(by. 호영뷘)
아니 근데 액션이 진짜 멋있긴했다. 엄청 완벽한 영화라고 하기엔 좀 부족하지만 꽤 신선한 소재",긍정
라씨에이,3.5,"7.8/결과보단 과정 보는 재미. 나쁘게 말하면 용두사미에 가까운데, 뚜렷한 소수의 장점들 덕에 나쁘게 말하고 싶은 생각까진 안 들어서 다행히 볼 만했던 평작으로 기억할 수 있겠음.
/
여기저기 유체이탈로 옮겨다니며 쌩난리를 쳐대지만 결국은 그닥 흥미롭지도 않은 첩보기관?의 내부갈등이 사건의 전말이었다는 판타지 액션 활극. 근데 의외로 서스펜스있게 조여주는 중반부까지의 전개와 기대도 안 했던 고퀄리티 액션 덕에 결말은 그냥그랬어도 거기까지 이르는 과정은 꽤 즐길만 했음.
/
12시간마다 주인공 몸이 바뀐다길래 <뷰티 인사이드>처럼 주인공역을 수십 명 캐스팅해놓고 계속 교체할 줄 알았는데 아니었음. 영화적 허용을 이용해 메인은 윤계상으로 가되, 수시로 바뀐 몸의 배우를 보여줘서 지금 주인공이 어떤 사람 몸에 들어가있는지 상기시켜주는 방식을 택했음. 덕분에 안정적으로 한 사람이 감정선을 유지할 수 있어서 연기의 톤과 흐름이 끊기질 않았고, 몰입에도 도움이 됐음.
/
중반까지 자잘하게 단서를 흘리며 관객을 끌어주는 전개가 생각보다 흥미진진했음. 물론 막 멱살 잡고 끌고다니는 수준까진 아니었지만, 그래도 대체 무슨 일이 있었던 건지 호기심을 자극할 정도는 됐음. 근데 막상 후반부 접어들어 사건의 전말이 친절하게 다 드러나고 나니 생각보다 막 대단할 것도, 새로울 것도 없는 뻔하고 흔한 막장 배신극일 뿐이었음. 때문에 주인공이 드디어 다 기억났다란 얼굴을 장착한 뒤로는 이야기적으론 기대할 게 사실상 없었음. 그나마 그 상태에서 막판 클리이맥스 액션씬이 꽤 길게 펼쳐지는 바람에 결말의 싱거움은 적당히 묻어갈 수 있었음.
/
유체이탈의 비밀이 예상했던 것 이상으로 얼렁뚱땅이라 맥이 빠질 지경임. 고작 겁나 쎈 신종마약을 연달아 두 방 맞은 부작용이라니;;; 물론 막 엄청 거창한 초현실적 현상이 벌어졌다는 설정이었으면 그건 또 그것대로 별로였겠지만, 어쨌든 약빨이었단 설정도 영 별로긴 마찬가지임. 애초에 유체이탈이란 소재 자체가 양날의 검이었던 듯함. 어그로도 끌고, 미스터리와 서스펜스도 유발해가며 어찌어찌 요긴하게 써먹긴 했지만, 그 출처에 대해 설명하는 부분에서 필연적으로 밑천이 드러날 수밖에 없는 자충수와도 같은 소재. 결코 쉽진 않았겠지만 어쨌든 그럴 듯한 설정을 부여하지 못한 점이 아쉬움.
/
왠지 모르게 어설픔이 극 전반에 깔려있는 와중에 액션은 의외로 고퀄이었음. 딱 정신없지 않을 만큼만 현란하게 펼쳐지는 쾌감에 타격감 넘치는 격투액션과 속도감 느껴지는 카체이싱 액션, 어설프거나 어색하지 않게 연출해서 긴장감 꽤나 쏠쏠했던 총격전까지. 액션영화답게 액션은 썩 괜찮았음.
/
주인공 윤계상은 좀 밋밋한 감은 있어도 극을 안정적으로 잘 끌어줬음. 개인적으론 악당을 맡은 박용우의 연기가 인상적이었음. <화이: 괴물을 삼킨 아이>에서 연기했던 악독한 비리경찰 캐릭터의 연장선상에 있는 인물 같았음. 온갖 나쁜 짓을 일삼다가 막판 방심해서는 중얼거리다 머리에 총알 박혀 허무하게 사망하는 최후가 상당히 유사함. 내내 게슴츠레한 눈빛으로 얼핏 나태해 보이지만 의외로 빈틈이 안 보이고 직감도 뛰어나서 어렴풋이 유체이탈 같은 말도 안 되는 현상을 짐작까지 해내는 등, 결코 만만해 보이지 않는 포스를 뿜어냈음. 구렁이처럼 서서히 조여오며 부하들을 갈구고 주인공들을 괴롭히는 모습에 가끔 약도 빨고 경거망동도 하다가 무작정 죽여버리고 배신도 일삼으며 막 나가지만 뭔가 계획이며 의도가 분명 있을 것 같은 묘한 신뢰감이 느껴지기도 함. 한껏 해이한 카리스마를 풍기며 인상적인 모습을 보여준 악당이었음.
/
<뷰티 인사이드>에서 자꾸만 주인공이 외모가 바뀐 채 나타나서 불안에 떨었던 한효주의 포지션을 여기선 박지환 배우가 연기한 노숙자 캐릭터가 대신하고 있음. 중간에 고중사 몸에 들어간 주인공이 노숙자를 끌고가서 차에 태운 뒤 핫도그라고 말하자 이내 안심하며 발끈하는 노숙자의 모습에서 분하게도 한효주가 잠깐 겹쳐보였음. 이외에도 초반 어리둥절해하는 주인공과의 선문답 장면 등, 극의 분위기와 영 안 어울리는 과장된 톤의 캐릭터임에도 꽤나 뻘하게 웃기는 장면을 만들어내줘서 은근 씬스틸러였음.",긍정
레빗구미,3.5,신선한 아이디어와 한정된 공간과 인물 속에서도 끝까지 아이디어를 밀어붙인다.,긍정
신종한,3,이탈하는 유체를 구분하는 방법은 핫도그.,긍정
수짱,2,"이게 왜 흥행순위 2위?

소재는 나름 참신해서, 개연성 따윈 그렇다치고
후반 도륙액션 빼고는 나머지는 지지부진

특히 음향에서 대사가 뭉개지는건
한국영화 한계인가?",부정
정현우,3.5,"맛있는 핫도그를 먹었지만 알고보니 같이 먹은 케찹이 맛있었던 경우
액션만큼은 타격감이 살벌했다",긍정
RAW,3,"수 많은 파편이 하나의 형태로 완성될 때의 쾌감
3.2/5점

사실 이 영화는 루퍼나 메멘토, 뷰티 인사이드 같은 영화보다 거대한 이야기나, 철학, 감동, 촬영 기술이 돋보이는 영화는 아니다.

하지만 하나이자 여럿, 여럿이자 하나인 캐릭터를 만들어 내기 위한 장치들은 이야기의 생명력을 불어 넣었다고 생각된다.

이야기가 출중하진 않지만 볼거리와 추리할 재미 만큼은 충분한 맥런치 세트 느낌의 영화라고 생각하고 가볍게 먹어보시길 추천드린다.",긍정
박상욱,3,"정신줄 붙잡고 가다가 놔버린 느낌
흥미롭고 신기한 설정은 좋다b",긍정
김 무앗딥 우술,4,"초반 압도적인 뭐지? 하는 느낌을 준 대단한 기획
거기서 좀만 더 나갔으면 좋겠지만
그럼 앞뒤가 안맞게 되니까 그정도가 딱 좋았던것 같다.
약간 부족한 부분은 액션과 총격씬으로 잘 마무리 했다.",긍정
정윤혁,4,"색다른 소재에 배우들의 연기가 굿이었음. 윤계상과 박지환 케미 좋았고, 박용우 연기 미쳤고. 임지연 너무 이뻤음",긍정
노오란,1,역시 실망을 시키지 않네요,부정
yssi0110,2.5,시작은 좋았다.,중립
뭘봐요,2,바닥 좀 그만 기어 다녀라,부정
싱요미,2,"히치콕의 스토리 라인에 오우삼 '페이스오프'의 설정에, 존윅과 본 시리즈의 액션의 혼합짬뽕밥. 그런데 이제 참신함 마저 잃어버린",부정
단것,3,증거를 모아가는 초반부는 흥미로웠는데 그 증거를 단서로 추리를 하기도 전에 정답을 줄줄 읊어주는 전개라 좀 실망스러웠다. 유체이탈의 원인도 좀 미묘했다. 그래도 액션씬 하나만큼은 훌륭하다. 카메라를 흔들지도 않고 화면을 어둡게 만들지도 않으면서 완벽한 합을 보여준다.,긍정
헵번공주,,"10/28)유체이탈자) 예고편나옴)
https://www.facebook.com/CJCGV/videos/598022711235993/",알 수 없음
김성호의 씨네만세,2,소재 말고는 건질 게 없다.,부정
밍밍,2.5,흥미로운 전개에 스크린 앞으로 몸을 당겨 하나라도 놓치고 싶지 않은 몰입. 하지만 갈수록 판에 박힌 영화란 걸..,중립
Mina Lee,2,안면인식장애가 있는 나한테는 헷갈려서 힘들었다🥲,부정
김석원,2.5,"돋보이는 액션, 어설픈 소재",중립
달세계 여행,1,"초반궁금함을 초탈하는 유체이탈적스토리.
개연성따위는
개나줘버리는
어찌서그렇게될수있는건데라는근본적물음에
답못하고 end",부정
꾸러기,2,관객들의 흥미를 끈것은 12시간 마다 몸이 바뀌는 것인데 그것을 하나의 장치로만 쓰고 이야기는 전형적인 복수/구출 플롯으로 진행된다. 소재가 내용에 특별한 영향력을 끼치지 못하고 좋은 출발만 시켜줬다.,부정
아씨오 해리,3,"여자주인공 남자주인공 둘다 왜이렇게 연기가 어색하지...
그리고 알아차리는 게 신기하다....ㅎ
허술하다 허술해...",긍정
박마꽁,3,아무 기대감 없이 킬링타임용으로 나쁘지 않은 영화인듯.,긍정
빈티제,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
창문너머호수,3.5,JTBC 추석특선,긍정
G-Design,2.5,애는 썼다만..,중립
텔레파시,2,"아쉽다.
흥미로운 소재를 던져놓고 중반부터 힘을 잃는다.
주조연 배우들의 연기는 훌륭하다.",부정
문대민,2.5,"22.09.09
jtbc",중립
DI0NY,2,"모래 위에 세운 집.

-

소재는 나쁘지 않은데
설명이 너무 빈약하다.
이 현상이 어떤 이유였다고 밝혀진 뒤로는 더 집중이 안 된다.
계속 처절하기만 하고, 후반에 고삐 풀린 악역 나오기 전까지 지루하다.",부정
박재홍,2,넷플릿스의 순기능)이런영화도 틀어준다. 특선영화 기다리기 귀찮아서 미리봤는데 내가 유체이탈할듯,부정
참외,1.5,아이디어는 정말 흥미로웠는데..,부정
조조는나의힘,1.5,상승세였는데...,부정
하나찡,1,소제는 신선했다 나름,부정
이창훈,3,ㆍ,긍정
이용준,2.5,"14:00 본오

유체이탈이라는 신선한 소재로 시작해서 뻔한 마무리로 킬링타임 영화
윤계상 배우의 액션은 전문적 이지 않지만, 열심히 고생하는것 같다.

중후반 폭풍설명에 당황스럽다.
박용우배우의 약쟁이연기는 나름 괜찮다.
노숙자님의 의리가 대단한데, 연기도 괜찮다.",중립
소문 듣고왔습니다,2,아 존느 어지럽네,부정
Fromme,3.5,영화의 소재와 너무도 프로페셔널한 액션장면은 어울리지 않는다.,긍정
도헌킴,2,설정은 좋았다규!,부정
이동섭,4,좁은 한국안에서 이거 하느라 수고 많다,긍정
Nature,2,개연성과 스토리도 함께 이탈.,부정
윤윤,3.5,액션도 좋고 이성욱배우도 좋다,긍정
부기,2.5,핫도그나 먹고 싶다,중립
박세창,1.5,유체이탈자를 유체이탈화법으로 풀어가시면 어떡합니까…,부정
이시내,2,무지성 전개,부정
신성욱,2,존윅 인사이드,부정
임호섭,3,딴거 모르겠고 박용우는 배역에 딱 맞다.,긍정
띠드,3,"가볍게 보기 좋은영화
박용우의 연기가 좋았음",긍정
적이,2,박용우 연기는 나쁘지 않은데…,부정
깝깝,2,아이고... 넵 힘드셨것서요,부정
서정우,3,이 영화가 가진 철학적 메세지까지 깊이있게 전달하는 데는 실패했지만 적어도 <존 윅>과 <제이슨 본>을 떠올리게 하는 이 영화의 액션신들만큼은 깊은 인상을 남겼다.,긍정
도리,3.5,"신선하면서 진부한 영화
액션만큼은 인정

박용우의 색다른 매력을 느낄 수 있던 영화",긍정
DC,2.5,"??? 한술 뜨려다 마네
그럴듯해보이는거 잔뜩 끼얹었는데 다 따로논다 그냥 중간과정만 너저분",중립
연듀부,2.5,"“스토리 괜찮지? 장르는… 알아서 잘 만들어봐”
이 마인드로 만드신 게 아닌지… 관객 이해력 시험 하는 줄.",중립
Chulwoo Lee,2,장첸의 뷰티인사이드,부정
탄호빵,2,자신이 누구인지 모르겠다. 심지어 몸조차 바뀐다. 그속에서 단서를 추적해 나가는 스릴러. 이지만 액션도 연기도 그리고 흡입력도 부족하다.,부정
Sanghyun Lim,2,"거창하게 시작해서, 손쉽게 끝맺는,
많이 본 실패의 설계도.",부정
비밀임다,3.5,스토리가 허술하지만 템포빠르게 볼만함,긍정
김진영,3.5,신선한 소재,긍정
서현,3,난 왜 재밌었을까. 반전이 좀 심심하긴 한데 그래도 액션신들은 멋있었다. 윤계상 배우는 계속 멋있다. 백상사 역의 서현우 배우 나올 때 사연있어보이게 멋지게 표현된 것 같다.,긍정
정명우,3,또 마약,긍정
최혜미,5,"윤계상때문에 믿고 보는
너무 멋있고 내가 생각했던 기존의 유체이탈과 다른 느낌",긍정
디에고,2.5,핫도그. 관계 안했습니다,중립
라모니안,4,스포일러가 포함되어 내용을 생략했습니다.,긍정
Mia-Wallace,2,내가 유체이탈을 하는거 같아,부정
YNWA,2,본 시리즈와 존윅의 액션에 감명을 받은 감독은 몇몇 액션씬을 구상해 놓고 거기에 맞춰 스토리를 짜맞추게 되는데...,부정
이현만,1.5,빈약한 트리거에 후반으로 갈수록 힘이 딸리는 내러티브...001,부정
굿뉴스필름,2,좋은 소재의 연결이 꼭 마약이여야 했을까… 그럴듯한 이야기를 그럴듯 하지 못하게 풀어낸 느낌,부정
영화보고갈래,2,믿고 안보는 윤계상 범죄도시 이후로 변했나 했더니 역시나🥲,부정
나이트 시네마,3,한국영화에서 오랜만에 매력있는 악역,긍정
BonghyunJung,1,개시이팔...,부정
태지니,2.5,빙글빙글빙글~~어지럽다 어지러~🤪,중립
프레임232,2,유체이탈.마약.사랑의,부정
영화 보는 곰티,3.5,"+<범죄도시> 장첸 역에 비하면 아무래도 임팩트가 덜 하지만, 그 작품이 재미나 캐릭터 면에서 워낙 재미있었고 인기가 있었기 때문이지, 이 작품도 나름 잘 뽑은 작품이 아닌가싶다. 윤계상 커리어에 어느정도 각인될만한 임팩트는 있었다고 본다.
+박용우 캐릭터는 악행과 분량에 비해 너무 허무하게 퇴장했는데, 앞으로 악역 연기를 좀 더 보여줬으면 하는 바램이다. 약자 앞에서의 비열함과 강자 앞에서의 찌질한 모습 같은 이중적인 연기가 꽤 잘 어울렸다.
*별 기대 없이 보니 나름 볼 만 하다. 잔뜩 기대를 갖고 보니 크게 실망했던 매트릭스리저렉션이 떠오른다..ㅜㅜ",긍정
붉은대륙,3,쉽게 납득할 수 없는 설정과 중간중간 뜬금없는 개그코드. 재미도 없고 거슬린다.,긍정
S.yooj1n,3,"전개가 빨라서 좋다
근데 너무 빠르더라",긍정
안경민,1,무슨 영화인지 모르겠어요,부정
youngtae,2,"초반 핫도그씬 철학 애길 하다,
끝에는 갑자기 총질로 끝나는..",부정
김현호,3,"흔한 이 정도의 영화가 되버렸지만, 소재는 참신했다.
적당한 영화를 만들 더라도 이렇게 소재라도 참신하게 만들자.
창작이라도 제대로 해보자라는 거다.",긍정
박선애,2.5,윤계상씨는 장첸 말투가 찰떡인걸로…..,중립
Anna,4,"뻔할 수 있었던 전개였지만
마치 기억이 잘린듯한 편집을 통해
관객과 함께 기억난 조각들을 맞춰가는 재미가 있었다!
그리고 이 다음엔 뷰티 인사이드를 봐야겠다.",긍정
수수,0.5,최근 5년간 봤던 모든 영화중에 단연 최악,부정
냥냥,1,"영화 초반: 이게 뭐지?
영화 중반: 이게 뭐지???
영화 후반: 이게 뭐지?????",부정
Aivy,3.5,"적절한 이야기의 흐름과 설명..
그리고 거기에 잘 가미된 액션이
영화를 잘 이끌어 갔다고 생각된다..
예상외로 터져나온 타격감에 꽤나 놀라기도..

결말로 갈 수록 너무나 뻔하게 예상되는 결말로 가긴 했지만.
거슬리지는 않는다..
엔딩도 상당히 간결하게 끊어 버린 것이 마음에 든다..

이정도면 뭐.. 상당히 선방한거 같은데~??",긍정
